,mpl_hostname,mpl_letter,mst_metratio,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_orbincl,mpl_massj,mpl_radj,mpl_dens,mpl_eqt,mpl_insol,mst_teff,mst_mass,mst_rad,mst_age,mst_lum,mpl_status
427,HD 175541,b,,Radial Velocity,1,298.43,0.975,0.11,,,,,,,5013.0,1.39,4.19,,,3
428,HD 1502,b,,Radial Velocity,1,428.5,1.262,0.031,,,,,,,4947.0,1.46,4.67,,,3
429,HD 4313,b,,Radial Velocity,1,356.21,1.157,0.147,,,,,,,4943.0,1.63,5.14,,,3
430,HD 5319,b,,Radial Velocity,2,637.1,1.57,0.092,,,,,,,4871.0,1.27,4.06,,,3
431,HD 5319,c,,Radial Velocity,2,872.2,1.93,0.183,,,,,,,4871.0,1.27,4.06,,,3
432,HD 5608,b,,Radial Velocity,1,779.9,1.911,0.056,,,,,,,4877.0,1.53,5.14,,,3
433,HD 10442,b,,Radial Velocity,1,1032.3,2.01,0.132,,,,,,,4912.0,1.01,1.97,,,3
434,HD 159868,c,,Radial Velocity,2,351.0,1.032,0.184,,,,,,,5534.0,1.19,2.13,,,3
435,HD 13167,b,,Radial Velocity,1,2613.0,4.1,0.563,,,,,,,5671.0,1.35,2.39,,,3
436,HD 14787,b,,Radial Velocity,1,676.6,1.7,0.155,,,,,,,4946.0,1.43,5.01,,,3
437,HD 18015,b,,Radial Velocity,1,2278.0,3.87,0.148,,,,,,,5603.0,1.49,3.13,,,3
438,HD 18742,b,,Radial Velocity,1,766.0,1.82,0.04,,,,,,,4940.0,1.36,5.13,,,3
439,HD 28678,b,,Radial Velocity,1,380.2,1.18,0.149,,,,,,,4972.0,1.53,6.48,,,3
440,HD 30856,b,,Radial Velocity,1,847.0,1.85,0.061,,,,,,,4895.0,1.17,4.4,,,3
441,HD 33142,b,,Radial Velocity,2,326.0,1.07,0.066,,,,,,,4978.0,1.41,4.45,,,3
442,6 Lyn,b,,Radial Velocity,1,934.3,2.11,0.073,,,,,,,4938.0,1.44,5.2,,,3
443,HD 72490,b,,Radial Velocity,1,858.0,1.88,0.124,,,,,,,4934.0,1.21,4.96,,,3
444,HD 73534,b,,Radial Velocity,1,1750.0,2.99,0.126,,,,,,,4917.0,1.16,2.58,,,3
445,HD 75784,b,,Radial Velocity,2,341.2,1.032,0.097,,,,,,,4867.0,1.26,3.4,,,3
446,HD 75784,c,,Radial Velocity,2,7900.0,8.4,0.489,,,,,,,4867.0,1.26,3.4,,,3
447,HD 88133,b,,Radial Velocity,1,3.414884,0.0479,0.031,,,,,,,5392.0,1.26,2.2,,,3
448,K2-117,b,[Fe/H],Transit,2,1.2916,0.0189,,,,0.181,,868.0,,3778.0,0.54,0.51,,,3
449,K2-117,c,[Fe/H],Transit,2,5.444017,0.0492,,,,0.184,,537.0,,3778.0,0.54,0.51,,,3
450,K2-97,b,[Fe/H],Transit,1,8.406726,0.086,,,,0.947,,1499.0,,4717.0,1.2,4.47,,,3
451,K2-181,b,[Fe/H],Transit,1,6.894256,0.0706,,,,0.253,,962.0,,5608.0,0.99,1.07,,,3
452,K2-182,b,[Fe/H],Transit,1,4.736837,0.0529,,,,0.246,,885.0,,5165.0,0.88,0.8,,,3
453,K2-98,b,[Fe/H],Transit,1,10.136448,0.0974,,,,0.464,,1092.0,,6172.0,1.2,1.57,,,3
454,K2-268,c,[Fe/H],Transit,2,9.326841,0.0819,,,,0.24,,688.0,,5068.0,0.84,0.78,,,3
455,K2-268,b,[Fe/H],Transit,2,2.151894,0.0308,,,,0.126,,1121.0,,5068.0,0.84,0.78,,,3
456,K2-114,b,[Fe/H],Transit,1,11.391013,0.0954,,,,0.952,,661.0,,5044.0,0.89,0.84,,,3
457,K2-115,b,[Fe/H],Transit,1,20.272615,0.143,,,,1.076,,619.0,,5657.0,0.95,0.88,,,3
458,HD 94834,b,,Radial Velocity,1,1576.0,2.74,0.14,,,,,,,4798.0,1.11,4.2,,,3
459,HD 95089,c,,Radial Velocity,2,1785.0,3.33,0.284,,,,,,,4918.0,1.54,5.08,,,3
460,HD 95089,b,,Radial Velocity,2,464.4,1.36,0.119,,,,,,,4918.0,1.54,5.08,,,3
461,HD 96063,b,,Radial Velocity,1,362.5,1.11,0.17,,,,,,,5020.0,1.37,4.75,,,3
462,HD 96167,b,,Radial Velocity,1,498.04,1.332,0.685,,,,,,,5733.0,1.27,1.94,,,3
463,HD 98219,b,,Radial Velocity,1,433.8,1.26,0.079,,,,,,,4925.0,1.41,4.6,,,3
464,HD 99706,b,,Radial Velocity,2,841.0,1.98,0.25,,,,,,,4862.0,1.46,5.52,,,3
465,HD 102956,b,,Radial Velocity,1,6.4947,0.0807,0.037,,,,,,,4985.0,1.66,4.55,,,3
466,HD 106270,b,,Radial Velocity,1,1888.0,3.34,0.185,,,,,,,5509.0,1.39,2.66,,,3
467,HD 108863,b,,Radial Velocity,1,437.7,1.32,0.032,,,,,,,4878.0,1.59,5.74,,,3
468,HD 131496,b,,Radial Velocity,1,896.0,2.01,0.181,,,,,,,4846.0,1.34,4.44,,,3
469,kap CrB,b,,Radial Velocity,1,1285.0,2.65,0.167,,,,,,,4871.0,1.5,4.85,,,3
470,HD 152581,b,,Radial Velocity,1,686.5,1.66,0.04,,,,,,,5027.0,1.3,5.14,,,3
471,HD 163607,b,,Radial Velocity,2,75.2203,0.362,0.7441,,,,,,,5522.0,1.12,1.76,,,3
472,HD 163607,c,,Radial Velocity,2,1272.0,2.39,0.08,,,,,,,5522.0,1.12,1.76,,,3
473,HD 180053,b,,Radial Velocity,1,213.72,0.843,0.081,,,,,,,5131.0,1.75,4.06,,,3
474,HD 180902,b,,Radial Velocity,1,510.9,1.4,0.107,,,,,,,4961.0,1.41,4.16,,,3
475,HD 181342,b,,Radial Velocity,1,564.1,1.592,0.022,,,,,,,4945.0,1.69,4.71,,,3
476,HD 185269,b,,Radial Velocity,1,6.83776,0.077,0.229,,,,,,,5923.0,1.3,2.0,,,3
477,HD 192699,b,,Radial Velocity,1,340.94,1.063,0.082,,,,,,,5041.0,1.38,4.41,,,3
478,HD 200964,b,,Radial Velocity,2,606.3,1.565,0.087,,,,,,,4982.0,1.39,4.92,,,3
479,HD 200964,c,,Radial Velocity,2,852.5,1.96,0.243,,,,,,,4982.0,1.39,4.92,,,3
480,HD 206610,b,,Radial Velocity,1,673.2,1.74,0.1,,,,,,,4842.0,1.55,6.12,,,3
481,K2-269,b,[Fe/H],Transit,1,4.144965,0.0531,,,,0.14,,1429.0,,6209.0,1.16,1.45,,,3
482,K2-105,b,[Fe/H],Transit,1,8.267704,0.0796,,,,0.301,,814.0,,5464.0,0.99,0.91,,,3
483,K2-270,c,[Fe/H],Transit,2,4.400028,0.0497,,,,0.263,,848.0,,4877.0,0.85,0.77,,,3
484,K2-270,b,[Fe/H],Transit,2,1.543069,0.0247,,,,0.123,,1203.0,,4877.0,0.85,0.77,,,3
485,K2-183,c,[Fe/H],Transit,3,10.792635,0.0932,,,,0.256,,787.0,,5519.0,0.93,0.97,,,3
486,K2-183,d,[Fe/H],Transit,3,22.631964,0.1527,,,,0.255,,615.0,,5519.0,0.93,0.97,,,3
487,K2-184,b,[Fe/H],Transit,1,16.995731,0.1229,,,,0.138,,580.0,,5220.0,0.86,0.78,,,3
488,K2-271,b,[Fe/H],Transit,1,8.562421,0.077,,,,0.649,,893.0,,5644.0,0.83,0.99,,,3
489,K2-108,b,[Fe/H],Transit,1,4.733999,0.0581,,,,0.476,,1360.0,,5599.0,1.17,1.76,,,3
490,K2-119,b,[Fe/H],Transit,1,7.727283,0.0698,,,,0.226,,666.0,,4740.0,0.76,0.71,,,3
491,HD 210702,b,,Radial Velocity,1,354.1,1.148,0.028,,,,,,,4951.0,1.61,4.92,,,3
492,HD 212771,b,,Radial Velocity,1,380.7,1.19,0.076,,,,,,,5003.0,1.56,5.27,,,3
493,HD 4917,b,,Radial Velocity,1,400.5,1.167,0.066,,,,,,,4802.0,1.32,5.01,,,3
